entity_key,canonical_code,display_name,display_code,sugar_family,sugar_sort_key,anomer_availability,alpha_code,alpha_name,beta_code,beta_name,identical_group_codes,group_member_codes
F6P|,F6P,6-O-phosphono-beta-D-fructofuranose (F6P),F6P,fructofuranose,6-o-phosphono-beta-d-fructofuranose,alpha_only,F6P,6-O-phosphono-beta-D-fructofuranose,,,F6P,F6P
Z9N|,Z9N,alpha-D-fructofuranose (Z9N),Z9N,fructofuranose,fructofuranose,alpha_only,Z9N,alpha-D-fructofuranose,,,Z9N,Z9N
LFR|,LFR,beta-L-fructofuranose (LFR),LFR,fructofuranose,fructofuranose,alpha_only,LFR,beta-L-fructofuranose,,,LFR,LFR
0UB|,0UB,beta-D-fructofuranosyl-(2->6)-beta-D-fructofuranosyl-(2->6)-beta-D-fructofuranose (0UB),0UB,fructofuranose,fructofuranosyl-(2->6)-beta-d-fructofuranosyl-(2->6)-beta-d-fructofuranose,alpha_only,0UB,beta-D-fructofuranosyl-(2->6)-beta-D-fructofuranosyl-(2->6)-beta-D-fructofuranose,,,0UB,0UB
9OK|,9OK,"2-(3,4-dihydroxyphenyl)ethyl beta-D-fructofuranoside (9OK)",9OK,fructofuranoside,"2-(3,4-dihydroxyphenyl)ethyl beta-d-fructofuranoside",alpha_only,9OK,"2-(3,4-dihydroxyphenyl)ethyl beta-D-fructofuranoside",,,9OK,9OK
F1P|,F1P,1-O-phosphono-beta-D-fructopyranose (F1P),F1P,fructopyranose,1-o-phosphono-beta-d-fructopyranose,alpha_only,F1P,1-O-phosphono-beta-D-fructopyranose,,,F1P,F1P
FSA|,FSA,1-S-(carboxymethyl)-1-thio-beta-D-fructopyranose (FSA),FSA,fructopyranose,1-s-(carboxymethyl)-1-thio-beta-d-fructopyranose,alpha_only,FSA,1-S-(carboxymethyl)-1-thio-beta-D-fructopyranose,,,FSA,FSA
BDF|,BDF,beta-D-fructopyranose (BDF),BDF,fructopyranose,fructopyranose,alpha_only,BDF,beta-D-fructopyranose,,,BDF,BDF
TEU|,TEU,1-O-alpha-D-glucopyranosyl-D-fructose (TEU),TEU,fructose,1-o-alpha-d-glucopyranosyl-d-fructose,alpha_only,TEU,1-O-alpha-D-glucopyranosyl-D-fructose,,,TEU,TEU
OTU|,OTU,3-O-alpha-D-glucopyranosyl-D-fructose (OTU),OTU,fructose,3-o-alpha-d-glucopyranosyl-d-fructose,alpha_only,OTU,3-O-alpha-D-glucopyranosyl-D-fructose,,,OTU,OTU
ISL|,ISL,6-O-alpha-D-glucopyranosyl-D-fructose (ISL),ISL,fructose,6-o-alpha-d-glucopyranosyl-d-fructose,alpha_only,ISL,6-O-alpha-D-glucopyranosyl-D-fructose,,,ISL,ISL
49T|,49T,2-acetamido-2-deoxy-alpha-D-fucopyranose (49T),49T,fucopyranose,2-acetamido-2-deoxy-alpha-d-fucopyranose,alpha_only,49T,2-acetamido-2-deoxy-alpha-D-fucopyranose,,,49T,49T
|FUF,FUF,2-deoxy-2-fluoro-beta-L-fucopyranose (FUF),FUF,fucopyranose,2-deoxy-2-fluoro-beta-l-fucopyranose,beta_only,,,FUF,2-deoxy-2-fluoro-beta-L-fucopyranose,FUF,FUF
DLF|,DLF,2-deoxy-alpha-L-fucopyranose (DLF),DLF,fucopyranose,2-deoxy-alpha-l-fucopyranose,alpha_only,DLF,2-deoxy-alpha-L-fucopyranose,,,DLF,DLF
MXZ|MXY,MXY,2-O-methyl-alpha-L-fucopyranose (MXZ),MXZ,fucopyranose,2-o-methyl-alpha-l-fucopyranose,both,MXZ,2-O-methyl-alpha-L-fucopyranose,MXY,2-O-methyl-beta-L-fucopyranose,MXY,"MXY, MXZ"
8PK|,8PK,4-O-[(1R)-1-hydroxyethyl]-2-O-methyl-alpha-L-fucopyranose (8PK),8PK,fucopyranose,4-o-[(1r)-1-hydroxyethyl]-2-o-methyl-alpha-l-fucopyranose,alpha_only,8PK,4-O-[(1R)-1-hydroxyethyl]-2-O-methyl-alpha-L-fucopyranose,,,8PK,8PK
FCA|FCB,FCA,alpha-D-fucopyranose (FCA),FCA,fucopyranose,fucopyranose,both,FCA,alpha-D-fucopyranose,FCB,beta-D-fucopyranose,FCA,"FCA, FCB"
FUC|FUL,FUC,alpha-L-fucopyranose (FUC),FUC,fucopyranose,fucopyranose,both,FUC,alpha-L-fucopyranose,FUL,beta-L-fucopyranose,FUC,"FUC, FUL"
|NPF,NPF,2-nitrophenyl beta-D-fucopyranoside (NPF),NPF,fucopyranoside,2-nitrophenyl beta-d-fucopyranoside,beta_only,,,NPF,2-nitrophenyl beta-D-fucopyranoside,NPF,NPF
YX0|,YX0,"[(3E)-3-(1-hydroxyethylidene)-2,3-dihydroisoxazol-5-yl]methyl alpha-L-fucopyranoside (YX0)",YX0,fucopyranoside,"[(3e)-3-(1-hydroxyethylidene)-2,3-dihydroisoxazol-5-yl]methyl alpha-l-fucopyranoside",alpha_only,YX0,"[(3E)-3-(1-hydroxyethylidene)-2,3-dihydroisoxazol-5-yl]methyl alpha-L-fucopyranoside",,,YX0,YX0
MFU|,MFU,methyl alpha-L-fucopyranoside (MFU),MFU,fucopyranoside,methyl alpha-l-fucopyranoside,alpha_only,MFU,methyl alpha-L-fucopyranoside,,,MFU,MFU
|MFB,MFB,methyl beta-L-fucopyranoside (MFB),MFB,fucopyranoside,methyl beta-l-fucopyranoside,beta_only,,,MFB,methyl beta-L-fucopyranoside,MFB,MFB
GZL|,GZL,beta-D-galactofuranose (GZL),GZL,galactofuranose,galactofuranose,alpha_only,GZL,beta-D-galactofuranose,,,GZL,GZL
3S6|,3S6,prop-2-en-1-yl beta-D-galactofuranoside (3S6),3S6,galactofuranoside,prop-2-en-1-yl beta-d-galactofuranoside,alpha_only,3S6,prop-2-en-1-yl beta-D-galactofuranoside,,,3S6,3S6
|TVG,TVG,propyl beta-D-galactofuranoside (TVG),TVG,galactofuranoside,propyl beta-d-galactofuranoside,beta_only,,,TVG,propyl beta-D-galactofuranoside,TVG,TVG
GTK|,GTK,beta-D-galactofuranuronic acid (GTK),GTK,galactofuranuronic acid,galactofuranuronic acid,alpha_only,GTK,beta-D-galactofuranuronic acid,,,GTK,GTK
GL1|,GL1,1-O-phosphono-alpha-D-galactopyranose (GL1),GL1,galactopyranose,1-o-phosphono-alpha-d-galactopyranose,alpha_only,GL1,1-O-phosphono-alpha-D-galactopyranose,,,GL1,GL1
|Z3L,Z3L,"2,3,4,6-tetra-O-acetyl-beta-D-galactopyranose (Z3L)",Z3L,galactopyranose,"2,3,4,6-tetra-o-acetyl-beta-d-galactopyranose",beta_only,,,Z3L,"2,3,4,6-tetra-O-acetyl-beta-D-galactopyranose",Z3L,Z3L
1GL|,1GL,"2,6-dideoxy-4-O-methyl-alpha-D-galactopyranose (1GL)",1GL,galactopyranose,"2,6-dideoxy-4-o-methyl-alpha-d-galactopyranose",alpha_only,1GL,"2,6-dideoxy-4-O-methyl-alpha-D-galactopyranose",,,1GL,1GL
|DDL,DDL,"2,6-dideoxy-beta-D-galactopyranose (DDL)",DDL,galactopyranose,"2,6-dideoxy-beta-d-galactopyranose",beta_only,,,DDL,"2,6-dideoxy-beta-D-galactopyranose",DDL,DDL
NG1|,NG1,2-acetamido-2-deoxy-1-O-phosphono-alpha-D-galactopyranose (NG1),NG1,galactopyranose,2-acetamido-2-deoxy-1-o-phosphono-alpha-d-galactopyranose,alpha_only,NG1,2-acetamido-2-deoxy-1-O-phosphono-alpha-D-galactopyranose,,,NG1,NG1
|8EX,8EX,"2-acetamido-2-deoxy-4,6-di-O-sulfo-beta-D-galactopyranose (8EX)",8EX,galactopyranose,"2-acetamido-2-deoxy-4,6-di-o-sulfo-beta-d-galactopyranose",beta_only,,,8EX,"2-acetamido-2-deoxy-4,6-di-O-sulfo-beta-D-galactopyranose",8EX,8EX
NGK|,NGK,2-acetamido-2-deoxy-4-O-sulfo-alpha-D-galactopyranose (NGK),NGK,galactopyranose,2-acetamido-2-deoxy-4-o-sulfo-alpha-d-galactopyranose,alpha_only,NGK,2-acetamido-2-deoxy-4-O-sulfo-alpha-D-galactopyranose,,,NGK,NGK
|ASG,ASG,2-acetamido-2-deoxy-4-O-sulfo-beta-D-galactopyranose (ASG),ASG,galactopyranose,2-acetamido-2-deoxy-4-o-sulfo-beta-d-galactopyranose,beta_only,,,ASG,2-acetamido-2-deoxy-4-O-sulfo-beta-D-galactopyranose,ASG,ASG
|NG6,NG6,2-acetamido-2-deoxy-6-O-sulfo-beta-D-galactopyranose (NG6),NG6,galactopyranose,2-acetamido-2-deoxy-6-o-sulfo-beta-d-galactopyranose,beta_only,,,NG6,2-acetamido-2-deoxy-6-O-sulfo-beta-D-galactopyranose,NG6,NG6
A2G|NGA,A2G,2-acetamido-2-deoxy-alpha-D-galactopyranose (A2G),A2G,galactopyranose,2-acetamido-2-deoxy-alpha-d-galactopyranose,both,A2G,2-acetamido-2-deoxy-alpha-D-galactopyranose,NGA,2-acetamido-2-deoxy-beta-D-galactopyranose,A2G,"A2G, NGA"
YYQ|,YYQ,2-acetamido-2-deoxy-alpha-L-galactopyranose (YYQ),YYQ,galactopyranose,2-acetamido-2-deoxy-alpha-l-galactopyranose,alpha_only,YYQ,2-acetamido-2-deoxy-alpha-L-galactopyranose,,,YYQ,YYQ
X6X|1GN,1GN,2-amino-2-deoxy-alpha-D-galactopyranose (X6X),X6X,galactopyranose,2-amino-2-deoxy-alpha-d-galactopyranose,both,X6X,2-amino-2-deoxy-alpha-D-galactopyranose,1GN,2-amino-2-deoxy-beta-D-galactopyranose,1GN,"1GN, X6X"
EEN|,EEN,2-deoxy-2-[(difluoroacetyl)amino]-alpha-D-galactopyranose (EEN),EEN,galactopyranose,2-deoxy-2-[(difluoroacetyl)amino]-alpha-d-galactopyranose,alpha_only,EEN,2-deoxy-2-[(difluoroacetyl)amino]-alpha-D-galactopyranose,,,EEN,EEN
|SIZ,SIZ,2-deoxy-2-[(difluoroacetyl)amino]-beta-D-galactopyranose (SIZ),SIZ,galactopyranose,2-deoxy-2-[(difluoroacetyl)amino]-beta-d-galactopyranose,beta_only,,,SIZ,2-deoxy-2-[(difluoroacetyl)amino]-beta-D-galactopyranose,SIZ,SIZ
EEQ|,EEQ,2-deoxy-2-[(fluoroacetyl)amino]-alpha-D-galactopyranose (EEQ),EEQ,galactopyranose,2-deoxy-2-[(fluoroacetyl)amino]-alpha-d-galactopyranose,alpha_only,EEQ,2-deoxy-2-[(fluoroacetyl)amino]-alpha-D-galactopyranose,,,EEQ,EEQ
GAF|2FG,2FG,2-deoxy-2-fluoro-alpha-D-galactopyranose (GAF),GAF,galactopyranose,2-deoxy-2-fluoro-alpha-d-galactopyranose,both,GAF,2-deoxy-2-fluoro-alpha-D-galactopyranose,2FG,2-deoxy-2-fluoro-beta-D-galactopyranose,2FG,"2FG, GAF"
2DG|,2DG,2-deoxy-alpha-D-galactopyranose (2DG),2DG,galactopyranose,2-deoxy-alpha-d-galactopyranose,alpha_only,2DG,2-deoxy-alpha-D-galactopyranose,,,2DG,2DG
|2GS,2GS,2-O-methyl-alpha-D-galactopyranose (2GS),2GS,galactopyranose,2-o-methyl-alpha-d-galactopyranose,beta_only,,,2GS,2-O-methyl-alpha-D-galactopyranose,2GS,2GS
|DGS,DGS,"3,6-anhydro-2-O-sulfo-alpha-D-galactopyranose (DGS)",DGS,galactopyranose,"3,6-anhydro-2-o-sulfo-alpha-d-galactopyranose",beta_only,,,DGS,"3,6-anhydro-2-O-sulfo-alpha-D-galactopyranose",DGS,DGS
|AAL,AAL,"3,6-anhydro-alpha-L-galactopyranose (AAL)",AAL,galactopyranose,"3,6-anhydro-alpha-l-galactopyranose",beta_only,,,AAL,"3,6-anhydro-alpha-L-galactopyranose",AAL,AAL
|2H5,2H5,3-deoxy-3-fluoro-beta-D-galactopyranose (2H5),2H5,galactopyranose,3-deoxy-3-fluoro-beta-d-galactopyranose,beta_only,,,2H5,3-deoxy-3-fluoro-beta-D-galactopyranose,2H5,2H5
|TVM,TVM,3-O-[(3-methoxyphenyl)methyl]-beta-D-galactopyranose (TVM),TVM,galactopyranose,3-o-[(3-methoxyphenyl)methyl]-beta-d-galactopyranose,beta_only,,,TVM,3-O-[(3-methoxyphenyl)methyl]-beta-D-galactopyranose,TVM,TVM
|TVV,TVV,3-O-prop-2-yn-1-yl-beta-D-galactopyranose (TVV),TVV,galactopyranose,3-o-prop-2-yn-1-yl-beta-d-galactopyranose,beta_only,,,TVV,3-O-prop-2-yn-1-yl-beta-D-galactopyranose,TVV,TVV
|SGA,SGA,3-O-sulfo-beta-D-galactopyranose (SGA),SGA,galactopyranose,3-o-sulfo-beta-d-galactopyranose,beta_only,,,SGA,3-O-sulfo-beta-D-galactopyranose,SGA,SGA
RRJ|,RRJ,4-chloro-4-deoxy-alpha-D-galactopyranose (RRJ),RRJ,galactopyranose,4-chloro-4-deoxy-alpha-d-galactopyranose,alpha_only,RRJ,4-chloro-4-deoxy-alpha-D-galactopyranose,,,RRJ,RRJ
|2GL,2GL,"4-O-acetyl-2,6-dideoxy-beta-D-galactopyranose (2GL)",2GL,galactopyranose,"4-o-acetyl-2,6-dideoxy-beta-d-galactopyranose",beta_only,,,2GL,"4-O-acetyl-2,6-dideoxy-beta-D-galactopyranose",2GL,2GL
SG6|,SG6,4-O-acetyl-6-O-sulfamoyl-alpha-D-galactopyranose (SG6),SG6,galactopyranose,4-o-acetyl-6-o-sulfamoyl-alpha-d-galactopyranose,alpha_only,SG6,4-O-acetyl-6-O-sulfamoyl-alpha-D-galactopyranose,,,SG6,SG6
|G4S,G4S,4-O-sulfo-beta-D-galactopyranose (G4S),G4S,galactopyranose,4-o-sulfo-beta-d-galactopyranose,beta_only,,,G4S,4-O-sulfo-beta-D-galactopyranose,G4S,G4S
|EMZ,EMZ,6-O-methyl-beta-D-galactopyranose (EMZ),EMZ,galactopyranose,6-o-methyl-beta-d-galactopyranose,beta_only,,,EMZ,6-O-methyl-beta-D-galactopyranose,EMZ,EMZ
|BGP,BGP,6-O-phosphono-beta-D-galactopyranose (BGP),BGP,galactopyranose,6-o-phosphono-beta-d-galactopyranose,beta_only,,,BGP,6-O-phosphono-beta-D-galactopyranose,BGP,BGP
L6S|,L6S,6-O-sulfo-alpha-L-galactopyranose (L6S),L6S,galactopyranose,6-o-sulfo-alpha-l-galactopyranose,alpha_only,L6S,6-O-sulfo-alpha-L-galactopyranose,,,L6S,L6S
|G6S,G6S,6-O-sulfo-beta-D-galactopyranose (G6S),G6S,galactopyranose,6-o-sulfo-beta-d-galactopyranose,beta_only,,,G6S,6-O-sulfo-beta-D-galactopyranose,G6S,G6S
GLA|GAL,GAL,alpha-D-galactopyranose (GLA),GLA,galactopyranose,galactopyranose,both,GLA,alpha-D-galactopyranose,GAL,beta-D-galactopyranose,GAL,"GAL, GLA"
GXL|GIV,GIV,alpha-L-galactopyranose (GXL),GXL,galactopyranose,galactopyranose,both,GXL,alpha-L-galactopyranose,GIV,beta-L-galactopyranose,GIV,"GIV, GXL"
V71|,V71,"(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-alpha-D-galactopyranoside (V71)",V71,galactopyranoside,"(1r,2r,3s,4r,6s)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-alpha-d-galactopyranoside",alpha_only,V71,"(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-alpha-D-galactopyranoside",,,V71,V71
|RGG,RGG,"(2R)-2,3-dihydroxypropyl beta-D-galactopyranoside (RGG)",RGG,galactopyranoside,"(2r)-2,3-dihydroxypropyl beta-d-galactopyranoside",beta_only,,,RGG,"(2R)-2,3-dihydroxypropyl beta-D-galactopyranoside",RGG,RGG
KBA|,KBA,"2-(1H-1,2,3-triazol-1-yl)ethyl 6-deoxy-alpha-L-galactopyranoside (KBA)",KBA,galactopyranoside,"2-(1h-1,2,3-triazol-1-yl)ethyl 6-deoxy-alpha-l-galactopyranoside",alpha_only,KBA,"2-(1H-1,2,3-triazol-1-yl)ethyl 6-deoxy-alpha-L-galactopyranoside",,,KBA,KBA
|1CF,1CF,2-hydroxyethyl 6-deoxy-beta-L-galactopyranoside (1CF),1CF,galactopyranoside,2-hydroxyethyl 6-deoxy-beta-l-galactopyranoside,beta_only,,,1CF,2-hydroxyethyl 6-deoxy-beta-L-galactopyranoside,1CF,1CF
|145,145,2-nitrophenyl beta-D-galactopyranoside (145),145,galactopyranoside,2-nitrophenyl beta-d-galactopyranoside,beta_only,,,145,2-nitrophenyl beta-D-galactopyranoside,145,145
|TGA,TGA,2-sulfanylethyl beta-D-galactopyranoside (TGA),TGA,galactopyranoside,2-sulfanylethyl beta-d-galactopyranoside,beta_only,,,TGA,2-sulfanylethyl beta-D-galactopyranoside,TGA,TGA
GAA|,GAA,3-nitrophenyl alpha-D-galactopyranoside (GAA),GAA,galactopyranoside,3-nitrophenyl alpha-d-galactopyranoside,alpha_only,GAA,3-nitrophenyl alpha-D-galactopyranoside,,,GAA,GAA
GAT|,GAT,4-aminophenyl alpha-D-galactopyranoside (GAT),GAT,galactopyranoside,4-aminophenyl alpha-d-galactopyranoside,alpha_only,GAT,4-aminophenyl alpha-D-galactopyranoside,,,GAT,GAT
JFZ|,JFZ,4-nitrophenyl 6-deoxy-alpha-L-galactopyranoside (JFZ),JFZ,galactopyranoside,4-nitrophenyl 6-deoxy-alpha-l-galactopyranoside,alpha_only,JFZ,4-nitrophenyl 6-deoxy-alpha-L-galactopyranoside,,,JFZ,JFZ
9PG|,9PG,4-nitrophenyl alpha-D-galactopyranoside (9PG),9PG,galactopyranoside,4-nitrophenyl alpha-d-galactopyranoside,alpha_only,9PG,4-nitrophenyl alpha-D-galactopyranoside,,,9PG,9PG
|147,147,4-nitrophenyl beta-D-galactopyranoside (147),147,galactopyranoside,4-nitrophenyl beta-d-galactopyranoside,beta_only,,,147,4-nitrophenyl beta-D-galactopyranoside,147,147
FNG|,FNG,5-aminocarbonyl-3-nitrophenyl alpha-D-galactopyranoside (FNG),FNG,galactopyranoside,5-aminocarbonyl-3-nitrophenyl alpha-d-galactopyranoside,alpha_only,FNG,5-aminocarbonyl-3-nitrophenyl alpha-D-galactopyranoside,,,FNG,FNG
LZ0|,LZ0,"[1-(2-oxoethyl)-1H-1,2,3-triazol-5-yl]methyl 6-deoxy-alpha-L-galactopyranoside (LZ0)",LZ0,galactopyranoside,"[1-(2-oxoethyl)-1h-1,2,3-triazol-5-yl]methyl 6-deoxy-alpha-l-galactopyranoside",alpha_only,LZ0,"[1-(2-oxoethyl)-1H-1,2,3-triazol-5-yl]methyl 6-deoxy-alpha-L-galactopyranoside",,,LZ0,LZ0
|EGA,EGA,ethyl beta-D-galactopyranoside (EGA),EGA,galactopyranoside,ethyl beta-d-galactopyranoside,beta_only,,,EGA,ethyl beta-D-galactopyranoside,EGA,EGA
|AIG,AIG,hexyl 3-amino-3-deoxy-beta-D-galactopyranoside (AIG),AIG,galactopyranoside,hexyl 3-amino-3-deoxy-beta-d-galactopyranoside,beta_only,,,AIG,hexyl 3-amino-3-deoxy-beta-D-galactopyranoside,AIG,AIG
|DLG,DLG,hexyl 3-deoxy-beta-D-galactopyranoside (DLG),DLG,galactopyranoside,hexyl 3-deoxy-beta-d-galactopyranoside,beta_only,,,DLG,hexyl 3-deoxy-beta-D-galactopyranoside,DLG,DLG
|BHG,BHG,hexyl beta-D-galactopyranoside (BHG),BHG,galactopyranoside,hexyl beta-d-galactopyranoside,beta_only,,,BHG,hexyl beta-D-galactopyranoside,BHG,BHG
MGC|,MGC,methyl 2-acetamido-2-deoxy-alpha-D-galactopyranoside (MGC),MGC,galactopyranoside,methyl 2-acetamido-2-deoxy-alpha-d-galactopyranoside,alpha_only,MGC,methyl 2-acetamido-2-deoxy-alpha-D-galactopyranoside,,,MGC,MGC
|9QG,9QG,methyl 3-O-[(1R)-1-carboxyethyl]-beta-D-galactopyranoside (9QG),9QG,galactopyranoside,methyl 3-o-[(1r)-1-carboxyethyl]-beta-d-galactopyranoside,beta_only,,,9QG,methyl 3-O-[(1R)-1-carboxyethyl]-beta-D-galactopyranoside,9QG,9QG
FSW|,FSW,methyl 6-deoxy-2-Se-methyl-2-seleno-alpha-L-galactopyranoside (FSW),FSW,galactopyranoside,methyl 6-deoxy-2-se-methyl-2-seleno-alpha-l-galactopyranoside,alpha_only,FSW,methyl 6-deoxy-2-Se-methyl-2-seleno-alpha-L-galactopyranoside,,,FSW,FSW
|WIA,WIA,methyl 6-thio-beta-D-galactopyranoside (WIA),WIA,galactopyranoside,methyl 6-thio-beta-d-galactopyranoside,beta_only,,,WIA,methyl 6-thio-beta-D-galactopyranoside,WIA,WIA
AMG|,AMG,methyl alpha-D-galactopyranoside (AMG),AMG,galactopyranoside,methyl alpha-d-galactopyranoside,alpha_only,AMG,methyl alpha-D-galactopyranoside,,,AMG,AMG
|MBG,MBG,methyl beta-D-galactopyranoside (MBG),MBG,galactopyranoside,methyl beta-d-galactopyranoside,beta_only,,,MBG,methyl beta-D-galactopyranoside,MBG,MBG
|AOG,AOG,octyl 3-amino-3-deoxy-beta-D-galactopyranoside (AOG),AOG,galactopyranoside,octyl 3-amino-3-deoxy-beta-d-galactopyranoside,beta_only,,,AOG,octyl 3-amino-3-deoxy-beta-D-galactopyranoside,AOG,AOG
|HSH,HSH,octyl beta-D-galactopyranoside (HSH),HSH,galactopyranoside,octyl beta-d-galactopyranoside,beta_only,,,HSH,octyl beta-D-galactopyranoside,HSH,HSH
|56N,56N,phenyl beta-D-galactopyranoside (56N),56N,galactopyranoside,phenyl beta-d-galactopyranoside,beta_only,,,56N,phenyl beta-D-galactopyranoside,56N,56N
KG1|,KG1,propadienyl 6-deoxy-alpha-L-galactopyranoside (KG1),KG1,galactopyranoside,propadienyl 6-deoxy-alpha-l-galactopyranoside,alpha_only,KG1,propadienyl 6-deoxy-alpha-L-galactopyranoside,,,KG1,KG1
DJE|,DJE,2-acetamido-2-deoxy-alpha-D-galactopyranuronic acid (DJE),DJE,galactopyranuronic acid,2-acetamido-2-deoxy-alpha-d-galactopyranuronic acid,alpha_only,DJE,2-acetamido-2-deoxy-alpha-D-galactopyranuronic acid,,,DJE,DJE
|U97,U97,2-O-sulfo-beta-L-galactopyranuronic acid (U97),U97,galactopyranuronic acid,2-o-sulfo-beta-l-galactopyranuronic acid,beta_only,,,U97,2-O-sulfo-beta-L-galactopyranuronic acid,U97,U97
DJB|,DJB,3-O-acetyl-2-acetamido-2-deoxy-alpha-D-galactopyranuronic acid (DJB),DJB,galactopyranuronic acid,3-o-acetyl-2-acetamido-2-deoxy-alpha-d-galactopyranuronic acid,alpha_only,DJB,3-O-acetyl-2-acetamido-2-deoxy-alpha-D-galactopyranuronic acid,,,DJB,DJB
ADA|GTR,ADA,alpha-D-galactopyranuronic acid (ADA),ADA,galactopyranuronic acid,galactopyranuronic acid,both,ADA,alpha-D-galactopyranuronic acid,GTR,beta-D-galactopyranuronic acid,ADA,"ADA, GTR"
|CEZ,CEZ,4-O-beta-D-glucopyranosyl-D-gluconic acid (CEZ),CEZ,gluconic acid,4-o-beta-d-glucopyranosyl-d-gluconic acid,beta_only,,,CEZ,4-O-beta-D-glucopyranosyl-D-gluconic acid,CEZ,CEZ
|4U2,4U2,"(6R)-5-(acetylamino)-3,5-dideoxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]-beta-L-threo-hex-2-ulopyranonosyl-(2->3)-beta-D-gal actopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-D-glucopyranose (4U2)",4U2,glucopyranose,"(6r)-5-(acetylamino)-3,5-dideoxy-6-[(1r,2r)-1,2,3-trihydroxypropyl]-beta-l-threo-hex-2-ulopyranonosyl-(2->3)-beta-d-gal actopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-d-glucopyranose",beta_only,,,4U2,"(6R)-5-(acetylamino)-3,5-dideoxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]-beta-L-threo-hex-2-ulopyranonosyl-(2->3)-beta-D-gal actopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-D-glucopyranose",4U2,4U2
|4U1,4U1,"(6R)-5-(acetylamino)-3,5-dideoxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]-beta-L-threo-hex-2-ulopyranonosyl-(2->6)-beta-D-gal actopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-D-glucopyranose (4U1)",4U1,glucopyranose,"(6r)-5-(acetylamino)-3,5-dideoxy-6-[(1r,2r)-1,2,3-trihydroxypropyl]-beta-l-threo-hex-2-ulopyranonosyl-(2->6)-beta-d-gal actopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-d-glucopyranose",beta_only,,,4U1,"(6R)-5-(acetylamino)-3,5-dideoxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]-beta-L-threo-hex-2-ulopyranonosyl-(2->6)-beta-D-gal actopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-beta-D-glucopyranose",4U1,4U1
|4U0,4U0,"(6R)-5-(acetylamino)-3,5-dideoxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]-beta-L-threo-hex-2-ulopyranonosyl-(2->6)-beta-D-gal actopyranosyl-(1->4)-beta-D-glucopyranose (4U0)",4U0,glucopyranose,"(6r)-5-(acetylamino)-3,5-dideoxy-6-[(1r,2r)-1,2,3-trihydroxypropyl]-beta-l-threo-hex-2-ulopyranonosyl-(2->6)-beta-d-gal actopyranosyl-(1->4)-beta-d-glucopyranose",beta_only,,,4U0,"(6R)-5-(acetylamino)-3,5-dideoxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]-beta-L-threo-hex-2-ulopyranonosyl-(2->6)-beta-D-gal actopyranosyl-(1->4)-beta-D-glucopyranose",4U0,4U0
G16|,G16,"1,6-di-O-phosphono-alpha-D-glucopyranose (G16)",G16,glucopyranose,"1,6-di-o-phosphono-alpha-d-glucopyranose",alpha_only,G16,"1,6-di-O-phosphono-alpha-D-glucopyranose",,,G16,G16
|B16,B16,"1,6-di-O-phosphono-beta-D-glucopyranose (B16)",B16,glucopyranose,"1,6-di-o-phosphono-beta-d-glucopyranose",beta_only,,,B16,"1,6-di-O-phosphono-beta-D-glucopyranose",B16,B16
G1P|,G1P,1-O-phosphono-alpha-D-glucopyranose (G1P),G1P,glucopyranose,1-o-phosphono-alpha-d-glucopyranose,alpha_only,G1P,1-O-phosphono-alpha-D-glucopyranose,,,G1P,G1P
|XGP,XGP,1-O-phosphono-beta-D-glucopyranose (XGP),XGP,glucopyranose,1-o-phosphono-beta-d-glucopyranose,beta_only,,,XGP,1-O-phosphono-beta-D-glucopyranose,XGP,XGP
GU4|,GU4,"2,3,4,6-tetra-O-sulfonato-alpha-D-glucopyranose (GU4)",GU4,glucopyranose,"2,3,4,6-tetra-o-sulfonato-alpha-d-glucopyranose",alpha_only,GU4,"2,3,4,6-tetra-O-sulfonato-alpha-D-glucopyranose",,,GU4,GU4
SG5|MG5,MG5,"2,3,4-tri-O-propanoyl-6-O-sulfamoyl-alpha-D-glucopyranose (SG5)",SG5,glucopyranose,"2,3,4-tri-o-propanoyl-6-o-sulfamoyl-alpha-d-glucopyranose",both,SG5,"2,3,4-tri-O-propanoyl-6-O-sulfamoyl-alpha-D-glucopyranose",MG5,"2,3,4-tri-O-propanoyl-6-O-sulfamoyl-beta-D-glucopyranose",MG5,"MG5, SG5"
